transaction_id,account_number,customer_id,trade_date,settlement_date,symbol,security_name,transaction_type,quantity,price_per_share,total_amount,currency,commission,tax,account_type,broker_id,market,timestamp,client_notes,risk_rating
TXN000120,ACC-677390,CUST_671,16-Dec-2024,19 December 2024,BAC,Bank of America Corp,SELL,376,$34.22,$12865.43,USD,44.75,203.33,Trust,BRK002,NYSE,2024-12-16T09:33:02Z,Short-term trade,Med
TXN000121,ACC-532424,CUST_141,11-18-2024,,MSFT,Microsoft Corporation,DIVIDEND,273,$2.58,$703.82,USD,23.66,0.00,Joint,BRK005,NASDAQ,2024-11-18T16:01:00Z,Dividend reinvestment,HIGH
TXN000122,ACC-388086,CUST_549,2024-05-26,,GBP/USD,British Pound US Dollar,DIVIDEND,875,$4.7046,"$4,116.51",USD,13.96,0.00,Individual,BRK005,FOREX,2024-05-26T12:12:39Z,,High
TXN000123,ACC-182857,CUST_383,26 July 2024,27-07-2024,GLD,SPDR Gold Shares,BUY,435,$207.36,-90202.32,USD,9.03,,Individual,BRK001,NYSE ARCA,2024-07-26T15:24:35Z,Quarterly rebalancing,low
TXN000124,ACC-986392,CUST_445,26-Nov-2024,11-27-2024,GLD,SPDR Gold Shares,BUY,445,188.457,$-83863.22,USD,39.61,0.00,Joint,BRK004,NYSE ARCA,2024-11-26T09:59:04Z,Dollar cost averaging,
TXN000125,ACC-991737,CUST_323,01-09-2024,2024.01.12,GLD,SPDR Gold Shares,BUY,154,$217.15,"$-33,441.87",USD,13.12,,Retirement,BRK005,NYSE ARCA,2024-01-09T14:24:48Z,Estate planning,low
TXN000126,ACC-558320,CUST_238,08-Feb-2024,,SLV,iShares Silver Trust,DIVIDEND,456,4.85,"2,210.56",USD,21.32,,Corporate,BRK004,NYSE ARCA,2024-02-08T12:22:35Z,Dividend reinvestment,HIGH
TXN000127,ACC-748665,CUST_303,05/06/2024,09/05/2024,MSFT,Microsoft Corporation,SELL,163,388.758635,"63,367.66",USD,23.04,0.00,Corporate,BRK004,NASDAQ,2024-05-06T13:06:08Z,,MEDIUM
TXN000128,ACC-637333,CUST_418,2024-02-22,25-Feb-2024,MSFT,Microsoft Corporation,SELL,7,$403.6462,"$2,825.52",USD,19.59,17.72,Joint,BRK002,NASDAQ,2024-02-22T11:43:24Z,,Med
TXN000129,ACC-381444,CUST_505,03/15/2024,17 March 2024,META,Meta Platforms Inc,SELL,185,$317.4000,"58,719.00",USD,17.58,844.12,Joint,BRK005,NASDAQ,2024-03-15T16:06:08Z,Dividend reinvestment,Very High
TXN000130,ACC-943135,CUST_883,17 June 2024,20/06/2024,SPY,SPDR S&P 500 ETF,SELL,309,430.043528,"$132,883.45",USD,52.36,1290.66,Trust,BRK003,NYSE ARCA,2024-06-17T16:36:50Z,,
TXN000131,ACC-956156,CUST_805,20-Jul-2024,,TSLA,Tesla Inc,DIVIDEND,608,0.981643,596.84,USD,43.38,0.00,Individual,BRK004,NASDAQ,2024-07-20T16:51:18Z,Short-term trade,Very High
TXN000132,ACC-417543,CUST_248,09/05/2024,10 May 2024,JNJ,Johnson & Johnson,SELL,246,$169.81,$41774.25,USD,34.11,787.55,Trust,BRK005,NYSE,2024-05-09T14:44:57Z,Market timing,Low
TXN000133,ACC-906306,CUST_255,02-Dec-2024,,META,Meta Platforms Inc,DIVIDEND,626,4.920,3079.72,USD,38.87,0.00,Trust,BRK003,NASDAQ,2024-12-02T10:00:06Z,,low
TXN000134,ACC-510133,CUST_475,13/12/2024,2024.12.15,QQQ,Invesco QQQ Trust,BUY,44,442.054754,"$-19,450.41",USD,10.80,0.00,Retirement,BRK003,NASDAQ,2024-12-13T14:29:50Z,,
TXN000135,ACC-559450,CUST_740,22 December 2024,12/25/2024,SPY,SPDR S&P 500 ETF,BUY,176,402.258512,-70797.50,USD,37.40,0.00,Retirement,BRK002,NYSE ARCA,2024-12-22T11:35:10Z,Dividend reinvestment,Med
TXN000136,ACC-760351,CUST_189,2024.04.05,06 April 2024,VTI,Vanguard Total Stock Market ETF,BUY,200,229.61,"$-45,922.03",USD,5.22,0.00,Retirement,BRK002,NYSE ARCA,2024-04-05T10:36:06Z,Risk management,
TXN000137,ACC-579776,CUST_117,14 May 2024,,GBP/USD,British Pound US Dollar,DIVIDEND,447,3.095,$1383.65,USD,34.35,0.00,Corporate,BRK003,FOREX,2024-05-14T11:52:43Z,Dollar cost averaging,HIGH
TXN000138,ACC-428399,CUST_121,02-05-2024,2024.05.03,TSLA,Tesla Inc,BUY,71,230.19,"$-16,343.40",USD,33.74,0.00,Trust,BRK002,NASDAQ,2024-05-02T11:35:10Z,Rebalancing,HIGH
TXN000139,ACC-749498,CUST_55,2024-07-02,04 July 2024,EUR/USD,Euro US Dollar,BUY,267805,$1.0786,$-288865.03,USD,25.78,0.00,Trust,BRK004,FOREX,2024-07-02T10:36:01Z,Profit taking,High
TXN000140,ACC-663723,CUST_296,27 March 2024,,GLD,SPDR Gold Shares,DIVIDEND,557,2.793658,1556.07,USD,10.66,0.00,Individual,BRK003,NYSE ARCA,2024-03-27T14:34:52Z,Estate planning,Med
TXN000141,ACC-207391,CUST_754,11-30-2024,12/02/2024,WFC,Wells Fargo & Co,BUY,61,43.78,-2670.67,USD,43.78,0.00,Retirement,BRK002,NYSE,2024-11-30T15:10:39Z,,MEDIUM
TXN000142,ACC-697766,CUST_360,29-09-2024,,SLV,iShares Silver Trust,DIVIDEND,770,1.53,1181.11,USD,33.64,0.00,Joint,BRK001,NYSE ARCA,2024-09-29T15:58:03Z,,High
TXN000143,ACC-845951,CUST_330,2024.05.06,2024.05.08,EUR/USD,Euro US Dollar,BUY,49592,1.076262,"$-53,373.99",USD,36.68,0.00,Individual,BRK004,FOREX,2024-05-06T13:44:59Z,Portfolio diversification,Med
TXN000144,ACC-911739,CUST_868,17 February 2024,,XOM,Exxon Mobil Corp,DIVIDEND,920,0.410,377.49,USD,31.72,0.00,Retirement,BRK004,NYSE,2024-02-17T16:17:20Z,Tax loss harvesting,Very High
TXN000145,ACC-608913,CUST_808,2024-06-24,2024-06-26,GOOGL,Alphabet Inc Class A,BUY,440,$127.4542,-56079.86,USD,12.90,0.00,Trust,BRK001,NASDAQ,2024-06-24T12:44:58Z,,low
TXN000146,ACC-387330,CUST_96,01-Dec-2024,04/12/2024,BAC,Bank of America Corp,BUY,321,26.036,-8357.47,USD,20.28,0.00,Retirement,BRK004,NYSE,2024-12-01T10:00:13Z,Rebalancing,Medium
TXN000147,ACC-566686,CUST_10,05-Jan-2024,07/01/2024,DIS,The Walt Disney Company,BUY,118,99.33,-11721.06,USD,24.15,,Individual,BRK001,NYSE,2024-01-05T14:56:19Z,,MEDIUM
TXN000148,ACC-690653,CUST_9,08/11/2024,11/11/2024,ETH-USD,Ethereum USD,SELL,6.161144,$3839.7882,$23657.49,USD,27.12,436.45,Retirement,BRK001,CRYPTO,2024-11-08T14:27:20Z,Profit taking,low
TXN000149,ACC-360221,CUST_567,03-11-2024,,KO,The Coca-Cola Company,DIVIDEND,917,$3.33,3050.11,USD,20.08,0.00,Joint,BRK005,NYSE,2024-11-03T12:47:25Z,,Med
TXN000150,ACC-218220,CUST_247,09/12/2024,14/09/2024,GBP/USD,British Pound US Dollar,BUY,449863,$1.29,$-579731.17,USD,33.42,0.00,Corporate,BRK005,FOREX,2024-09-12T16:49:04Z,,High
TXN000151,ACC-141761,CUST_945,2024.01.31,2024.02.03,GBP/USD,British Pound US Dollar,SELL,220909,1.29,"$285,493.41",USD,9.12,4065.63,Corporate,BRK001,FOREX,2024-01-31T10:32:58Z,,
TXN000152,ACC-509711,CUST_601,11/20/2024,,WFC,Wells Fargo & Co,DIVIDEND,916,1.27,$1162.70,USD,17.22,,Trust,BRK001,NYSE,2024-11-20T09:19:42Z,Year-end selling,HIGH
TXN000153,ACC-243876,CUST_719,06/01/2024,09-01-2024,EUR/USD,Euro US Dollar,SELL,76548,1.062,$81270.05,USD,42.49,1299.84,Individual,BRK001,FOREX,2024-01-06T15:17:33Z,,MEDIUM
TXN000154,ACC-620248,CUST_467,18-Sep-2024,19-Sep-2024,GOOGL,Alphabet Inc Class A,SELL,396,$129.44,"51,257.69",USD,10.15,812.01,Retirement,BRK005,NASDAQ,2024-09-18T09:54:55Z,,Low
TXN000155,ACC-481657,CUST_393,17/03/2024,2024.03.20,ORCL,Oracle Corporation,BUY,128,106.74,-13662.14,USD,25.81,0.00,Corporate,BRK003,NYSE,2024-03-17T14:07:32Z,Long-term investment,Medium
TXN000156,ACC-148159,CUST_977,07/24/2024,26-Jul-2024,CRM,Salesforce Inc,SELL,234,206.91,48417.14,USD,5.40,651.55,Corporate,BRK005,NYSE,2024-07-24T16:23:37Z,Estate planning,Very High
TXN000157,ACC-257880,CUST_7,2024-07-28,,JPM,JPMorgan Chase & Co,DIVIDEND,909,3.497958,"3,179.64",USD,5.48,0.00,Corporate,BRK001,NYSE,2024-07-28T13:06:13Z,Profit taking,low
TXN000158,ACC-249289,CUST_729,05/23/2024,2024.05.26,GOOGL,Alphabet Inc Class A,BUY,191,162.051,$-30951.71,USD,27.92,0.00,Individual,BRK005,NASDAQ,2024-05-23T11:40:52Z,Market timing,Medium
TXN000159,ACC-237057,CUST_243,29-05-2024,31-May-2024,NFLX,Netflix Inc,SELL,140,$397.71,"$55,679.21",USD,16.68,392.08,Joint,BRK001,NASDAQ,2024-05-29T10:10:28Z,Dividend reinvestment,High
TXN000160,ACC-907756,CUST_213,19-08-2024,20/08/2024,ETH-USD,Ethereum USD,SELL,3.042846,$3615.1938,"$11,000.48",USD,40.24,90.48,Corporate,BRK002,CRYPTO,2024-08-19T12:22:25Z,Quarterly rebalancing,Medium
TXN000161,ACC-959926,CUST_179,2024.01.16,01-19-2024,NFLX,Netflix Inc,SELL,53,$364.21,"$19,303.07",USD,45.19,99.98,Retirement,BRK002,NASDAQ,2024-01-16T15:23:43Z,Quarterly rebalancing,Very High
TXN000162,ACC-952227,CUST_77,01/12/2024,,NVDA,NVIDIA Corporation,DIVIDEND,181,0.550695,99.68,USD,47.36,,Corporate,BRK001,NASDAQ,2024-01-12T16:03:10Z,Dividend reinvestment,Low
TXN000163,ACC-816400,CUST_437,29-Mar-2024,31/03/2024,NVDA,NVIDIA Corporation,BUY,318,417.32,"-132,709.26",USD,35.85,0.00,Corporate,BRK004,NASDAQ,2024-03-29T16:03:05Z,,low
TXN000164,ACC-935922,CUST_539,2024-05-07,,VTI,Vanguard Total Stock Market ETF,DIVIDEND,607,3.929,2384.92,USD,22.20,,Joint,BRK005,NYSE ARCA,2024-05-07T15:17:11Z,,MEDIUM
TXN000165,ACC-950069,CUST_798,2024-05-23,05-26-2024,PEP,PepsiCo Inc,SELL,52,179.48,9332.94,USD,17.39,121.38,Individual,BRK002,NASDAQ,2024-05-23T14:59:53Z,Rebalancing,low
TXN000166,ACC-721301,CUST_326,23-Dec-2024,,ORCL,Oracle Corporation,DIVIDEND,767,$1.82,$1398.43,USD,33.38,,Retirement,BRK005,NYSE,2024-12-23T16:34:19Z,,Very High
TXN000167,ACC-730889,CUST_225,11 January 2024,12/01/2024,AAPL,Apple Inc,SELL,91,$167.0380,"15,200.45",USD,50.94,149.78,Individual,BRK002,NASDAQ,2024-01-11T10:54:33Z,Short-term trade,High
TXN000168,ACC-714483,CUST_104,21-06-2024,2024.06.24,SPY,SPDR S&P 500 ETF,BUY,492,479.184252,"$-235,758.65",USD,29.36,0.00,Corporate,BRK002,NYSE ARCA,2024-06-21T14:14:42Z,Rebalancing,Med
TXN000169,ACC-408823,CUST_131,2024-03-31,,JNJ,Johnson & Johnson,DIVIDEND,839,$4.83,4051.87,USD,6.62,0.00,Joint,BRK003,NYSE,2024-03-31T10:59:31Z,,Very High
TXN000170,ACC-435039,CUST_172,11/21/2024,,DIS,The Walt Disney Company,DIVIDEND,796,$4.44,$3537.90,USD,27.33,0.00,Corporate,BRK002,NYSE,2024-11-21T10:22:16Z,Year-end selling,Very High
TXN000171,ACC-868170,CUST_430,2024.03.26,03/28/2024,EUR/USD,Euro US Dollar,SELL,423521,$1.11,"$469,268.25",USD,48.20,7183.28,Retirement,BRK004,FOREX,2024-03-26T09:18:01Z,Short-term trade,Medium
TXN000172,ACC-278368,CUST_910,11/07/2024,12-Jul-2024,PFE,Pfizer Inc,BUY,315,30.94,-9746.20,USD,49.66,0.00,Individual,BRK004,NYSE,2024-07-11T15:10:03Z,,High
TXN000173,ACC-681028,CUST_740,03-10-2024,2024-10-04,CVX,Chevron Corporation,SELL,282,151.79,"$42,803.95",USD,46.99,445.69,Trust,BRK001,NYSE,2024-10-03T16:12:06Z,,
TXN000174,ACC-185916,CUST_485,29-02-2024,03-03-2024,PEP,PepsiCo Inc,SELL,279,$161.8227,$45148.54,USD,24.38,484.07,Retirement,BRK004,NASDAQ,2024-02-29T13:28:29Z,,Low
TXN000175,ACC-258471,CUST_771,12/22/2024,,MSFT,Microsoft Corporation,DIVIDEND,604,2.128535,1285.63,USD,42.82,0.00,Retirement,BRK005,NASDAQ,2024-12-22T15:52:33Z,Risk management,Low
TXN000176,ACC-182790,CUST_405,18/01/2024,01-19-2024,TSLA,Tesla Inc,SELL,65,$277.02,$18005.99,USD,7.13,0.00,Trust,BRK002,NASDAQ,2024-01-18T13:20:58Z,Estate planning,High
TXN000177,ACC-516656,CUST_566,15-06-2024,2024.06.16,GBP/USD,British Pound US Dollar,SELL,88455,$1.2613,"111,564.04",USD,12.41,1826.93,Individual,BRK001,FOREX,2024-06-15T13:55:34Z,Dividend reinvestment,Medium
TXN000178,ACC-786594,CUST_498,19 October 2024,2024.10.20,GOOGL,Alphabet Inc Class A,BUY,456,$122.3270,"$-55,781.09",USD,48.95,0.00,Retirement,BRK001,NASDAQ,2024-10-19T13:57:23Z,,HIGH
TXN000179,ACC-615500,CUST_879,12/22/2024,25 December 2024,NFLX,Netflix Inc,BUY,165,466.104635,"$-76,907.26",USD,18.47,0.00,Trust,BRK005,NASDAQ,2024-12-22T12:28:13Z,Dividend reinvestment,Medium
TXN000180,ACC-640299,CUST_811,03/22/2024,,WFC,Wells Fargo & Co,DIVIDEND,188,$3.92,737.81,USD,31.21,,Joint,BRK001,NYSE,2024-03-22T12:56:53Z,,High
TXN000181,ACC-153015,CUST_941,07-03-2024,2024.07.06,BAC,Bank of America Corp,SELL,64,$37.71,"$2,413.32",USD,39.06,29.76,Trust,BRK002,NYSE,2024-07-03T14:22:10Z,Dollar cost averaging,HIGH
TXN000182,ACC-128783,CUST_396,26/01/2024,,NFLX,Netflix Inc,DIVIDEND,269,$4.30,"1,156.66",USD,37.37,0.00,Retirement,BRK003,NASDAQ,2024-01-26T09:55:49Z,Quarterly rebalancing,low
TXN000183,ACC-778818,CUST_178,2024-11-03,05-11-2024,JPM,JPMorgan Chase & Co,SELL,193,$156.9523,"$30,291.79",USD,47.58,250.61,Corporate,BRK005,NYSE,2024-11-03T10:00:32Z,,low
TXN000184,ACC-412974,CUST_701,25 February 2024,28-Feb-2024,MSFT,Microsoft Corporation,SELL,134,403.379,"54,052.78",USD,37.81,798.47,Retirement,BRK002,NASDAQ,2024-02-25T12:57:03Z,Estate planning,Med
TXN000185,ACC-792616,CUST_328,14/12/2024,16-12-2024,PFE,Pfizer Inc,BUY,208,34.069,"-7,086.38",USD,24.41,0.00,Individual,BRK005,NYSE,2024-12-14T14:46:45Z,,Very High
TXN000186,ACC-804505,CUST_368,16-09-2024,19/09/2024,NFLX,Netflix Inc,BUY,242,394.07,"$-95,364.36",USD,11.40,0.00,Corporate,BRK005,NASDAQ,2024-09-16T14:41:05Z,,High
TXN000187,ACC-447411,CUST_381,13-05-2024,05/16/2024,ETH-USD,Ethereum USD,BUY,1.946244,2944.44,"$-5,730.60",USD,10.99,0.00,Trust,BRK005,CRYPTO,2024-05-13T15:03:55Z,Rebalancing,
TXN000188,ACC-697062,CUST_915,22/08/2024,,SPY,SPDR S&P 500 ETF,DIVIDEND,132,2.49,328.57,USD,36.55,0.00,Retirement,BRK003,NYSE ARCA,2024-08-22T09:28:17Z,,Low
TXN000189,ACC-900660,CUST_799,15/02/2024,2024.02.17,SLV,iShares Silver Trust,SELL,197,29.65,5841.70,USD,5.23,93.23,Individual,BRK003,NYSE ARCA,2024-02-15T12:01:43Z,,Med
TXN000190,ACC-827213,CUST_899,25-06-2024,28-06-2024,AMZN,Amazon.com Inc,BUY,422,$146.6808,"-61,899.30",USD,7.29,0.00,Corporate,BRK004,NASDAQ,2024-06-25T14:27:56Z,Rebalancing,Med
TXN000191,ACC-297579,CUST_169,2024-07-25,07-26-2024,JPM,JPMorgan Chase & Co,BUY,302,169.363,$-51147.65,USD,30.23,0.00,Individual,BRK003,NYSE,2024-07-25T15:56:40Z,,Low
TXN000192,ACC-150290,CUST_678,2024-02-25,,GOOGL,Alphabet Inc Class A,DIVIDEND,504,1.963,$989.47,USD,32.36,0.00,Trust,BRK002,NASDAQ,2024-02-25T09:19:26Z,Quarterly rebalancing,Very High
TXN000193,ACC-834764,CUST_141,08/02/2024,,GBP/USD,British Pound US Dollar,DIVIDEND,339,0.658662,$223.29,USD,10.31,0.00,Retirement,BRK005,FOREX,2024-08-02T13:53:33Z,Tax loss harvesting,Very High
TXN000194,ACC-674765,CUST_509,16 April 2024,,SPY,SPDR S&P 500 ETF,BUY,465,$467.16,"$-217,230.94",USD,10.52,0.00,Joint,BRK004,NYSE ARCA,2024-04-16T10:49:32Z,,High
TXN000195,ACC-578938,CUST_304,15 May 2024,16-05-2024,GOOGL,Alphabet Inc Class A,BUY,347,$141.6129,"$-49,139.67",USD,20.64,0.00,Individual,BRK001,NASDAQ,2024-05-15T09:54:08Z,Rebalancing,Low
TXN000196,ACC-752011,CUST_275,17-Feb-2024,2024.02.19,DIS,The Walt Disney Company,SELL,140,113.87,$15941.70,USD,46.79,194.07,Trust,BRK002,NYSE,2024-02-17T11:44:46Z,,Medium
TXN000197,ACC-536236,CUST_934,29 October 2024,,PEP,PepsiCo Inc,DIVIDEND,235,3.095483,727.44,USD,43.96,,Joint,BRK001,NASDAQ,2024-10-29T16:58:31Z,,High
TXN000198,ACC-374320,CUST_671,2024-06-09,,JNJ,Johnson & Johnson,DIVIDEND,811,$2.9256,"2,372.65",USD,33.25,0.00,Corporate,BRK005,NYSE,2024-06-09T10:27:42Z,Portfolio diversification,Med
TXN000199,ACC-966582,CUST_572,2024-11-09,,AAPL,Apple Inc,DIVIDEND,567,4.259,2415.05,USD,47.59,0.00,Retirement,BRK001,NASDAQ,2024-11-09T14:15:21Z,Long-term investment,HIGH
TXN000200,ACC-497030,CUST_413,04/30/2024,05/02/2024,ETH-USD,Ethereum USD,SELL,4.471234,$3713.18,"$16,602.49",USD,10.94,245.73,Individual,BRK004,CRYPTO,2024-04-30T09:35:35Z,,low
TXN000201,ACC-633030,CUST_576,15 April 2024,16 April 2024,SPY,SPDR S&P 500 ETF,SELL,393,$433.1973,"$170,246.52",USD,35.99,2529.44,Trust,BRK001,NYSE ARCA,2024-04-15T12:00:21Z,Quarterly rebalancing,Medium
TXN000202,ACC-836201,CUST_109,24/01/2024,2024.01.27,EUR/USD,Euro US Dollar,BUY,330262,$1.0575,$-349247.87,USD,14.80,0.00,Individual,BRK004,FOREX,2024-01-24T16:52:50Z,,Very High
TXN000203,ACC-148759,CUST_949,11/20/2024,23/11/2024,KO,The Coca-Cola Company,SELL,3,64.64,$193.92,USD,31.52,0.00,Trust,BRK005,NYSE,2024-11-20T11:44:37Z,,HIGH
TXN000204,ACC-729718,CUST_621,2024.06.13,,BTC-USD,Bitcoin USD,DIVIDEND,830,1.316,"$1,092.59",USD,24.89,0.00,Corporate,BRK003,CRYPTO,2024-06-13T11:08:26Z,Year-end selling,HIGH
TXN000205,ACC-674416,CUST_882,06-09-2024,11-Jun-2024,NVDA,NVIDIA Corporation,BUY,68,860.595882,"-58,520.52",USD,54.07,0.00,Retirement,BRK005,NASDAQ,2024-06-09T14:45:07Z,Risk management,Med
TXN000206,ACC-982260,CUST_547,2024.05.26,2024.05.27,PEP,PepsiCo Inc,BUY,344,$162.9065,-56039.85,USD,7.83,0.00,Corporate,BRK002,NASDAQ,2024-05-26T13:09:53Z,,
TXN000207,ACC-133875,CUST_368,08/19/2024,,SLV,iShares Silver Trust,DIVIDEND,935,1.199106,"1,121.16",USD,37.36,0.00,Trust,BRK002,NYSE ARCA,2024-08-19T13:44:42Z,,Med
TXN000208,ACC-926394,CUST_1000,16-Dec-2024,,BOND_10Y,US Treasury 10 Year,BUY,318,97.513411,-31009.26,USD,48.44,0.00,Trust,BRK002,BOND,2024-12-16T12:49:46Z,Dollar cost averaging,MEDIUM
TXN000209,ACC-178086,CUST_192,03/29/2024,01-04-2024,VTI,Vanguard Total Stock Market ETF,BUY,300,$206.50,"$-61,951.00",USD,47.30,0.00,Individual,BRK003,NYSE ARCA,2024-03-29T11:02:09Z,Market timing,HIGH
TXN000210,ACC-700495,CUST_564,07/02/2024,,PEP,PepsiCo Inc,DIVIDEND,275,4.79,"$1,317.04",USD,31.03,0.00,Joint,BRK002,NASDAQ,2024-07-02T15:05:22Z,,low
TXN000211,ACC-407835,CUST_224,12 November 2024,,BOND_10Y,US Treasury 10 Year,DIVIDEND,734,$1.80,"1,317.85",USD,17.02,0.00,Joint,BRK005,BOND,2024-11-12T09:43:56Z,Estate planning,Very High
TXN000212,ACC-859143,CUST_290,13-Jan-2024,,GBP/USD,British Pound US Dollar,DIVIDEND,94,$1.55,145.94,USD,37.58,0.00,Corporate,BRK005,FOREX,2024-01-13T10:10:49Z,Long-term investment,Medium
TXN000213,ACC-911159,CUST_219,2024.12.16,2024.12.19,DIS,The Walt Disney Company,BUY,482,104.40,"$-50,319.27",USD,8.61,0.00,Retirement,BRK001,NYSE,2024-12-16T14:02:05Z,,HIGH
TXN000214,ACC-702891,CUST_842,26-04-2024,2024.04.28,BTC-USD,Bitcoin USD,SELL,3.895629,$46074.1486,$179487.80,USD,10.92,0.00,Joint,BRK001,CRYPTO,2024-04-26T10:22:59Z,Dollar cost averaging,Low
TXN000215,ACC-558936,CUST_391,2024-07-21,2024.07.22,EUR/USD,Euro US Dollar,BUY,455365,$1.11,$-503530.75,USD,32.29,0.00,Retirement,BRK003,FOREX,2024-07-21T09:35:55Z,Short-term trade,MEDIUM
TXN000216,ACC-513224,CUST_551,10/07/2024,10-Oct-2024,WFC,Wells Fargo & Co,BUY,464,$39.23,-18204.92,USD,37.30,0.00,Joint,BRK002,NYSE,2024-10-07T11:14:39Z,Profit taking,High
TXN000217,ACC-694849,CUST_873,28 January 2024,,XOM,Exxon Mobil Corp,DIVIDEND,737,$0.4301,$316.97,USD,9.91,0.00,Joint,BRK004,NYSE,2024-01-28T14:08:42Z,Short-term trade,MEDIUM
TXN000218,ACC-433222,CUST_498,18-Aug-2024,,SLV,iShares Silver Trust,DIVIDEND,648,0.846735,$548.68,USD,33.34,0.00,Corporate,BRK004,NYSE ARCA,2024-08-18T09:20:15Z,Year-end selling,High
TXN000219,ACC-240829,CUST_696,18 June 2024,20 June 2024,ETH-USD,Ethereum USD,SELL,1.758526,$3103.34,$5457.31,USD,35.33,97.58,Retirement,BRK005,CRYPTO,2024-06-18T13:46:56Z,Year-end selling,Very High
TXN000220,ACC-990856,CUST_520,2024-11-19,,DIS,The Walt Disney Company,DIVIDEND,837,2.991178,2503.62,USD,50.32,0.00,Joint,BRK003,NYSE,2024-11-19T16:41:49Z,,Med
TXN000221,ACC-718241,CUST_751,28/05/2024,,ETH-USD,Ethereum USD,DIVIDEND,456,1.883,858.62,USD,5.53,0.00,Retirement,BRK005,CRYPTO,2024-05-28T11:28:10Z,,High
TXN000222,ACC-606990,CUST_962,2024-07-02,04-Jul-2024,JPM,JPMorgan Chase & Co,SELL,343,149.361,"$51,230.74",USD,15.34,533.76,Trust,BRK004,NYSE,2024-07-02T09:41:20Z,,Low
TXN000223,ACC-975427,CUST_760,14/05/2024,,VTI,Vanguard Total Stock Market ETF,DIVIDEND,651,$3.3013,"2,149.18",USD,46.77,0.00,Joint,BRK003,NYSE ARCA,2024-05-14T12:33:25Z,,low
TXN000224,ACC-733561,CUST_7,13/09/2024,16-09-2024,ETH-USD,Ethereum USD,BUY,1.86987,2423.034208,-4530.76,USD,23.11,0.00,Individual,BRK002,CRYPTO,2024-09-13T14:46:07Z,Portfolio diversification,low
TXN000225,ACC-778700,CUST_854,2024-07-29,01/08/2024,JPM,JPMorgan Chase & Co,BUY,263,145.388962,$-38237.30,USD,6.96,0.00,Joint,BRK002,NYSE,2024-07-29T11:16:59Z,,Low
TXN000226,ACC-863336,CUST_678,05/25/2024,27 May 2024,NVDA,NVIDIA Corporation,SELL,426,485.283,$206730.72,USD,25.54,2840.42,Retirement,BRK005,NASDAQ,2024-05-25T13:10:46Z,Portfolio diversification,Med
TXN000227,ACC-340977,CUST_388,16/07/2024,2024.07.19,TSLA,Tesla Inc,BUY,311,279.182,$-86825.51,USD,9.81,0.00,Trust,BRK005,NASDAQ,2024-07-16T10:05:30Z,Market timing,Low
TXN000228,ACC-912510,CUST_695,2024.11.28,2024.11.29,GBP/USD,British Pound US Dollar,SELL,430636,$1.27,"$548,177.50",USD,29.11,5623.08,Joint,BRK001,FOREX,2024-11-28T11:16:30Z,,low
TXN000229,ACC-727354,CUST_898,2024.10.05,,BAC,Bank of America Corp,BUY,4,39.872914,$-159.49,USD,33.90,0.00,Individual,BRK005,NYSE,2024-10-05T15:41:13Z,Tax loss harvesting,Low
TXN000230,ACC-546768,CUST_668,26-10-2024,,BAC,Bank of America Corp,DIVIDEND,424,$3.0982,"$1,313.64",USD,54.59,0.00,Trust,BRK002,NYSE,2024-10-26T16:11:23Z,Portfolio diversification,low
TXN000231,ACC-911801,CUST_723,22/07/2024,,NFLX,Netflix Inc,DIVIDEND,285,$2.29,652.17,USD,39.97,0.00,Retirement,BRK001,NASDAQ,2024-07-22T15:50:21Z,Market timing,Very High
TXN000232,ACC-766764,CUST_6,16/02/2024,,EUR/USD,Euro US Dollar,DIVIDEND,115,1.389,$159.75,USD,23.54,0.00,Joint,BRK001,FOREX,2024-02-16T15:39:41Z,Year-end selling,low
TXN000233,ACC-960072,CUST_180,23 November 2024,26-11-2024,ETH-USD,Ethereum USD,BUY,7.83981,$2389.49,"$-18,733.17",USD,30.53,0.00,Retirement,BRK005,CRYPTO,2024-11-23T09:23:15Z,Rebalancing,High
TXN000234,ACC-470281,CUST_686,2024.07.21,07/24/2024,GLD,SPDR Gold Shares,BUY,282,216.77,"-61,128.32",USD,19.22,0.00,Joint,BRK005,NYSE ARCA,2024-07-21T14:52:17Z,,MEDIUM
TXN000235,ACC-702833,CUST_5,13/05/2024,,BTC-USD,Bitcoin USD,DIVIDEND,124,2.565529,318.13,USD,22.00,0.00,Individual,BRK005,CRYPTO,2024-05-13T13:44:28Z,Market timing,
TXN000236,ACC-913274,CUST_470,14 December 2024,,CRM,Salesforce Inc,DIVIDEND,543,$0.6697,363.66,USD,8.38,0.00,Retirement,BRK002,NYSE,2024-12-14T15:22:33Z,Year-end selling,MEDIUM
TXN000237,ACC-518309,CUST_690,06/24/2024,06-26-2024,BOND_10Y,US Treasury 10 Year,BUY,138,103.94,-14344.16,USD,14.14,0.00,Retirement,BRK004,BOND,2024-06-24T12:47:15Z,Profit taking,Very High
TXN000238,ACC-976960,CUST_634,01/07/2024,02 July 2024,KO,The Coca-Cola Company,BUY,392,$61.1383,"-23,966.20",USD,47.85,0.00,Individual,BRK004,NYSE,2024-07-01T14:31:57Z,Market timing,MEDIUM
TXN000239,ACC-901387,CUST_938,18-09-2024,2024-09-19,VTI,Vanguard Total Stock Market ETF,BUY,217,226.286772,$-49104.23,USD,28.92,0.00,Joint,BRK001,NYSE ARCA,2024-09-18T14:25:55Z,Rebalancing,Med
